titulo,descricao,link,data_publicacao,fonte,categoria,n_palavras_titulo,n_palavras_desc,dia_semana,hora,sentimento
"Frente Comum cumpre ""grande greve"" da Função Pública contra políticas do Governo","Esta sexta-feira é dia de greve da Função Pública, uma jornada de luta convocada pela Frente Comum de sindicatos afetos à CGTP. Atualizamos aqui, ao minuto, todas as informações sobre o impacto da paralisação de 24 horas.",https://www.rtp.pt/noticias/economia/frente-comum-cumpre-grande-greve-da-funcao-publica-contra-politicas-do-governo_e1693340,2025-10-24 13:27:56+01:00,RTP,politica,12,37,4,13,0
"""Foi escolhida outra pessoa"". Ministra lembra que Sérgio Janeiro liderou INEM em regime de substituição","Ana Paula Martins negou esta sexta-feira que Sérgio Janeiro tenha sido demitido da liderança do INEM. O afastamento do até agora presidente &quot;em regime de substituição&quot;, sustentou a ministra da Saúde, ocorre em resultado de um concurso no quadro da CReSAP. Questionada pelos jornalistas sobre o nome de Luís Cabral, que tem sido apontado para a sucessão, a governante escusou-se a confirmar, para já, a escolha.",https://www.rtp.pt/noticias/politica/foi-escolhida-outra-pessoa-ministra-lembra-que-sergio-janeiro-liderou-inem-em-regime-de-substituicao_n1693412,2025-10-24 12:51:26+01:00,RTP,politica,15,66,4,12,0
Chega sem acordo global com PSD e CDS na lei da nacionalidade e PS está contra,"O Chega vai apenas aprovar, na especialidade, alguns pontos da proposta de revisão da lei da nacionalidade que partiu do Governo, enquanto PS, BE e PCP anunciaram a sua oposição global ao processo.",https://www.rtp.pt/noticias/politica/chega-sem-acordo-global-com-psd-e-cds-na-lei-da-nacionalidade-e-ps-esta-contra_n1693380,2025-10-24 11:06:49+01:00,RTP,politica,16,33,4,11,0
Ministra da Saúde substitui Sérgio Janeiro por Luís Cabral e INEM passa a ser ANEM,"A ministra da Saúde, Ana Paula Martins, exonerou na última noite o até agora presidente do Instituto Nacional de Emergência Médica, Sérgio Janeiro. A escolha para o cargo recai sobre Luís Cabral, que desempenhou o cargo de secretário regional da Saúde dos Açores de 2012 a 2016. O INEM passará a denominar-se Autoridade Nacional de Emergência Médica.",https://www.rtp.pt/noticias/politica/ministra-da-saude-substitui-sergio-janeiro-por-luis-cabral-e-inem-passa-a-ser-anem_n1693373,2025-10-24 10:24:12+01:00,RTP,politica,15,57,4,10,0
"Frente Comum defende ""reversão do caminho de empobrecimento""","Em entrevista à edição desta sexta-feira do Bom Dia Portugal, o coordenador da Frente Comum de Sindicatos da Administração Pública, que convocou a greve de 24 horas dos trabalhadores do Estado, lembrou que estes profissionais &quot;perderam mais de 20 por cento do poder de compra nas últimas duas décadas&quot;.",https://www.rtp.pt/noticias/politica/frente-comum-defende-reversao-do-caminho-de-empobrecimento_v1693350,2025-10-24 08:24:47+01:00,RTP,politica,8,49,4,8,1
Exigências ao PSD. Chega ameaça votar contra lei da nacionalidade,"O líder do Chega ameaçou esta quinta-feira que o partido poderá votar contra a lei da nacionalidade caso o PSD não aceite as suas exigências. André Ventura sublinhou, entre outras medidas, a da perda automática da nacionalidade para quem comete crimes graves.",https://www.rtp.pt/noticias/politica/exigencias-ao-psd-chega-ameaca-votar-contra-lei-da-nacionalidade_n1693309,2025-10-23 23:12:04+01:00,RTP,politica,10,42,3,23,0
Ventura quer ser candidato mais votado na primeira volta e ter resultado expressivo,"O candidato presidencial, e líder do Chega, André Ventura, estabeleceu hoje como objetivo ser o candidato mais votado na primeira volta das eleições de janeiro, e ter um resultado o &quot;mais expressivo possível&quot; numa segunda volta.",https://www.rtp.pt/noticias/politica/ventura-quer-ser-candidato-mais-votado-na-primeira-volta-e-ter-resultado-expressivo_n1693296,2025-10-23 22:45:18+01:00,RTP,politica,13,36,3,22,0
"Elevador da Glória. Relatório preliminar contém ""muito mais"" do que Marcelo ""tinha pensado""",Marcelo Rebelo de Sousa afirma que o relatório preliminar ao acidente com o elevador da Glória revelou mais do que aquilo que pensava.,https://www.rtp.pt/noticias/politica/elevador-da-gloria-relatorio-preliminar-contem-muito-mais-do-que-marcelo-tinha-pensado_v1693304,2025-10-23 22:30:48+01:00,RTP,politica,13,23,3,22,0
Lei da Nacionalidade. Chega tem linhas vermelhas e admite votar contra,"O Chega admitiu votar contra a Lei da Nacionalidade. A discussão foi novamente adiada, pelo PSD, e o PS voltou a entregar propostas de alteração que se aproximam do diploma social-democrata.",https://www.rtp.pt/noticias/politica/lei-da-nacionalidade-chega-tem-linhas-vermelhas-e-admite-votar-contra_v1693291,2025-10-23 21:44:48+01:00,RTP,politica,11,31,3,21,0
André Martins renuncia ao mandato de vereador da Câmara,"O presidente da Câmara de Setúbal, André Martins, anunciou hoje que vai renunciar ao mandato de vereador naquele município, para que foi eleito no dia 12 de outubro, sendo substituído pelo número dois da lista da CDU, Nuno Costa.",https://www.rtp.pt/noticias/politica/andre-martins-renuncia-ao-mandato-de-vereador-da-camara_n1693217,2025-10-23 18:23:23+01:00,RTP,politica,9,39,3,18,0
Lei da Nacionalidade. Discussão na especialidade adiada pela terceira vez,"A discussão da lei da nacionalidade na especialidade voltou a ser adiada esta quinta-feira, a pedido do PSD. É a terceira vez que é adiada.",https://www.rtp.pt/noticias/politica/lei-da-nacionalidade-discussao-na-especialidade-adiada-pela-terceira-vez_n1693245,2025-10-23 17:36:31+01:00,RTP,politica,10,25,3,17,0
"Chega pede ""medidas imediatas"" para a habitação: ""É difícil dar tempo""","O Chega prossegue as críticas à falta de &quot;ambição&quot; do Governo no setor da habitação, desde logo na fiscalidade, e avisa que o mercado &quot;não espera&quot; por medidas que apenas apontem a soluções de longo prazo. Francisco Gomes, deputado do Chega, defendeu, na Antena 1, que a crise na habitação &quot;condiciona de forma severa&quot; vários setores da sociedade e que são o espelho de décadas de orientações &quot;menos acertadas&quot; e políticas &quot;avulsas&quot;.",https://www.rtp.pt/noticias/politica/chega-pede-medidas-imediatas-para-a-habitacao-e-dificil-dar-tempo_a1693200,2025-10-23 16:08:11+01:00,RTP,politica,11,72,3,16,-1
"Francisco Pinto Balsemão, 1937-2025. As cerimónias fúnebres no Mosteiro dos Jerónimos","Realizou-se esta quinta-feira, segundo dia do luto nacional decretado pelo Governo, o funeral de Francisco Pinto Balsemão. No Mosteiro dos Jerónimos, decorreu uma missa aberta ao público e celebrada pelo cardeal patriarca emérito de Lisboa, Manuel Clemente.",https://www.rtp.pt/noticias/politica/francisco-pinto-balsemao-1937-2025-as-cerimonias-funebres-no-mosteiro-dos-jeronimos_e1693105,2025-10-23 16:01:33+01:00,RTP,politica,11,37,3,16,0
Ex-administradores da Santa Casa querem inquérito retomado,"Os ex-administradores querem que seja retomada a comissão de inquérito à exoneração. Ana Jorge, ex-provedora, diz que os factos apontados pela ministra do Trabalho para destituir a anterior administração foram caluniosos. E quer que seja a Assembleia da República a repor a verdade dos factos.",https://www.rtp.pt/noticias/politica/ex-administradores-da-santa-casa-querem-inquerito-retomado_v1693191,2025-10-23 15:29:53+01:00,RTP,politica,7,45,3,15,0
"PSD aponta ""estabilização"" no preço das rendas. PS lamenta ""erros"" do Governo na habitação","Na semana em que se ficou a saber que, em Portugal, os preços das casas continuam a bater recordes, o PSD mantém a confiança nas medidas apresentadas pelo Governo para o setor e pede tempo para resolver os problema da habitação no país.",https://www.rtp.pt/noticias/politica/psd-aponta-estabilizacao-no-preco-das-rendas-ps-lamenta-erros-do-governo-na-habitacao_a1693166,2025-10-23 15:20:22+01:00,RTP,politica,14,43,3,15,0
"Moedas considera ""falta de respeito"" que partidos continuem a politizar tragédia",Carlos Moedas falou pela primeira vez sobre o relatório ao acidente no Elevador da Glória. O presidente da Câmara de Lisboa diz que é &quot;uma falta de respeito&quot; que os partidos continuem a politizar a tragédia. Afirma que o relatório aponta falhas técnicas e não políticas.,https://www.rtp.pt/noticias/politica/moedas-considera-falta-de-respeito-que-partidos-continuem-a-politizar-tragedia_v1693172,2025-10-23 14:40:50+01:00,RTP,politica,11,46,3,14,-1
Laborinho Lúcio morreu esta madrugada aos 83 anos,Laborinho Lúcio foi ministro da Justiça e ainda ministro da República para os Açores. Mais recentemente fez parte da Comissão Independente para o Estudo dos Abusos Sexuais de Crianças na Igreja Católica Portuguesa.,https://www.rtp.pt/noticias/politica/laborinho-lucio-morreu-esta-madrugada-aos-83-anos_v1693167,2025-10-23 14:34:47+01:00,RTP,politica,8,33,3,14,0
"Rui Moreira. ""Devemos a Balsemão a navegabilidade do Douro""",Rui Moreira sublinha que Pinto Balsemão lutou sempre pela liberdade e recorda a homenagem que a Câmara Municipal do Porto lhe fez há dois anos.,https://www.rtp.pt/noticias/politica/rui-moreira-devemos-a-balsemao-a-navegabilidade-do-douro_v1693097,2025-10-23 10:13:47+01:00,RTP,politica,9,25,3,10,0
Funeral de Pinto Balsemão realiza-se no segundo dia de luto nacional,"O funeral de Francisco Pinto Balsemão, reservado à família, tem lugar esta quinta-feira, segundo dia do luto nacional decretado pelo Governo. A partir das 13h00, no Mosteiro dos Jerónimos, realiza-se uma missa aberta ao público e celebrada pelo cardeal patriarca emérito de Lisboa, Manuel Clemente.",https://www.rtp.pt/noticias/politica/funeral-de-pinto-balsemao-realiza-se-no-segundo-dia-de-luto-nacional_n1693072,2025-10-23 08:09:34+01:00,RTP,politica,11,45,3,8,0
"Políticos, figuras da televisão e populares no velório do antigo primeiro-ministro","Políticos, jornalistas, figuras da televisão e populares marcaram presença no velório do antigo primeiro-ministro e fundador do Expresso e da SIC Francisco Pinto Balsemão, entre a tarde e a noite de hoje.",https://www.rtp.pt/noticias/politica/politicos-figuras-da-televisao-e-populares-no-velorio-do-antigo-primeiro-ministro_n1693044,2025-10-22 23:52:50+01:00,RTP,politica,11,32,2,23,0
"Passos lembra ""figura marcante da democracia"" e admite que PSD de hoje é diferente","O antigo primeiro-ministro Pedro Passos Coelho recordou Francisco Pinto Balsemão como &quot;uma figura marcante da democracia&quot; portuguesa e admitiu que o PSD de hoje é diferente do de então, o que considerou natural.",https://www.rtp.pt/noticias/politica/passos-lembra-figura-marcante-da-democracia-e-admite-que-psd-de-hoje-e-diferente_n1693035,2025-10-22 22:23:30+01:00,RTP,politica,14,33,2,22,0
Entrevista RTP. Montenegro sublinha contributos de Pinto Balsemão para a democracia,"Em entrevista à RTP, o primeiro-ministro e líder do PSD salienta que Francisco Pinto Balsemão deixou muitas marcas no partido e no país, tendo sido um dos inspiradores da matriz identitária e ideológica do PPD.",https://www.rtp.pt/noticias/politica/entrevista-rtp-montenegro-sublinha-contributos-de-pinto-balsemao-para-a-democracia_n1693034,2025-10-22 22:22:42+01:00,RTP,politica,11,35,2,22,0
Entrevista RTP. Montenegro sublinha contributos de Pinto Balsemão para a democracia,"Em entrevista à RTP, o primeiro-ministro e líder do PSD salienta que Francisco Pinto Balsemão deixou muitas marcas no partido e no país, tendo sido um dos inspiradores da matriz identitária e ideológica do PPD.",https://www.rtp.pt/noticias/politica/entrevista-rtp-montenegro-sublinha-contributos-de-pinto-balsemao-para-a-democracia_v1693022,2025-10-22 21:39:47+01:00,RTP,politica,11,35,2,21,0
"""Visionário"" e ""homem à frente do seu tempo"". Figuras do PSD reagem à morte de Pinto Balsemão",Antigos líderes e figuras históricas do PSD recordam Pinto Balsemão como um &quot;homem à frente do seu tempo&quot;.,https://www.rtp.pt/noticias/politica/visionario-e-homem-a-frente-do-seu-tempo-figuras-do-psd-reagem-a-morte-de-pinto-balsemao_v1693017,2025-10-22 21:21:47+01:00,RTP,politica,17,18,2,21,0
Lei da Nacionalidade. Discussão na especialidade foi novamente adiada,"O adiamento foi pedido pelo PSD, depois da entrada de vários pedidos de alteração. É a segunda vez que a discussão é adiada, sendo que a primeira ocorreu a pedido do PS na semana passada.",https://www.rtp.pt/noticias/politica/lei-da-nacionalidade-discussao-na-especialidade-foi-novamente-adiada_n1693012,2025-10-22 20:49:28+01:00,RTP,politica,9,35,2,20,0
"Portugal perde ""estadista notável"" e ""figura mediática brilhante"", afirma António Guterres","O secretário-geral da ONU, António Guterres, lamentou hoje a perda de &quot;um amigo querido&quot;, referindo-se a Francisco Pinto Balsemão, que descreveu como &quot;um estadista notável&quot; e &quot;uma figura mediática brilhante&quot;.",https://www.rtp.pt/noticias/politica/portugal-perde-estadista-notavel-e-figura-mediatica-brilhante-afirma-antonio-guterres_n1692994,2025-10-22 18:53:31+01:00,RTP,politica,11,30,2,18,0
Eanes considera que fundador do PPD merece lugar de destaque na História de Portugal,"O antigo Presidente da República Ramalho Eanes considera que Francisco Pinto Balsemão merece um &quot;lugar de destaque&quot; na História de Portugal, pelo seu percurso político mas também pela criação de &quot;órgãos de comunicação social de referência&quot;.",https://www.rtp.pt/noticias/politica/eanes-considera-que-fundador-do-ppd-merece-lugar-de-destaque-na-historia-de-portugal_n1692966,2025-10-22 18:50:01+01:00,RTP,politica,14,36,2,18,0
Hora dos Vencedores,,https://www.rtp.pt/noticias/autarquicas-2025/hora-dos-vencedores_i1692899,2025-10-22 15:37:32+01:00,RTP,politica,3,0,2,15,0
Montenegro promete trabalhar com todos os autarcas,"Luís Montenegro diz que as vitórias eleitorais do PSD são um &quot;instrumento&quot; e não um &quot;objetivo&quot;. Afirmação feita, na noite de terça-feira, no Conselho Nacional do partido, onde o líder social-democrata prometeu trabalhar com todos os autarcas.",https://www.rtp.pt/noticias/politica/montenegro-promete-trabalhar-com-todos-os-autarcas_v1692944,2025-10-22 15:23:48+01:00,RTP,politica,7,37,2,15,1
PSD e PS têm consenso para agravar crimes por ocupação de imóveis e Chega fica de fora,"PSD e PS aprovaram hoje, na especialidade, em sede de Comissão de Assuntos Constitucionais, um agravamento dos crimes por ocupação ilegal de imóveis, deixando de fora o Chega, partido que tomara a iniciativa de rever a legislação.",https://www.rtp.pt/noticias/politica/psd-e-ps-tem-consenso-para-agravar-crimes-por-ocupacao-de-imoveis-e-chega-fica-de-fora_n1692898,2025-10-22 12:50:07+01:00,RTP,politica,17,37,2,12,0
Adiada para quinta-feira discussão de lei da nacionalidade,"A discussão da nova proposta de lei da nacionalidade na Comissão Parlamentar de Assuntos Constitucionais foi hoje adiada, a pedido do PSD, para quinta-feira, devido à entrada de várias alterações nas últimas horas.",https://www.rtp.pt/noticias/politica/adiada-para-quinta-feira-discussao-de-lei-da-nacionalidade_n1692897,2025-10-22 12:43:24+01:00,RTP,politica,8,33,2,12,0
Lei laboral. Negociar sem mexer em traves mestras e sem demoras,"As leis laborais podem e devem ser discutidas, mas com uma condição: &quot;não abdicar das traves mestras do projeto&quot;. Foi o que referiu esta quarta-feira a ministra do Trabalho, Solidariedade e Segurança Social, durante a conferência sobre a reforma da lei do trabalho, organizada pelo jornal Eco.",https://www.rtp.pt/noticias/pais/lei-laboral-negociar-sem-mexer-em-traves-mestras-e-sem-demoras_a1692896,2025-10-22 12:41:23+01:00,RTP,politica,11,47,2,12,0
"Correia de Campos. ""Ministra da Saúde está refém, capturada pelo primeiro-ministro""",António Correia de Campos entende que a ministra da Saúde se tornou &quot;refém do primeiro-ministro e do Governo&quot;.,https://www.rtp.pt/noticias/politica/correia-de-campos-ministra-da-saude-esta-refem-capturada-pelo-primeiro-ministro_v1692751,2025-10-22 08:22:40+01:00,RTP,politica,11,18,2,8,0
"Rui Moreira lamenta morte de um ""verdadeiro senador da democracia portuguesa""","O presidente cessante da Câmara Municipal do Porto, Rui Moreira, lamentou hoje a morte do empresário e político Francisco Pinto Balsemão, que considerou ser &quot;o verdadeiro senador da democracia portuguesa&quot; e declarou luto municipal para hoje.",https://www.rtp.pt/noticias/politica/rui-moreira-lamenta-morte-de-um-verdadeiro-senador-da-democracia-portuguesa_n1692827,2025-10-22 01:43:05+01:00,RTP,politica,11,36,2,1,0
Deputado do Livre Jorge Pinto será candidato a Belém,"O deputado do Livre Jorge Pinto vai candidatar-se às eleições presidenciais de janeiro, confirmou à Lusa o próprio, que enviou esta noite uma mensagem aos militantes do seu partido.",https://www.rtp.pt/noticias/politica/deputado-do-livre-jorge-pinto-sera-candidato-a-belem_n1692818,2025-10-22 01:21:08+01:00,RTP,politica,9,29,2,1,0
"""Foi uma personalidade incontornável dos séculos XX e XXI - Nuno Melo","O presidente do CDS-PP, Nuno Melo, disse esta noite que o antigo primeiro-ministro Francisco Pinto Balsemão, que morreu hoje, &quot;foi uma personalidade incontornável dos séculos XX e XXI&quot;, em declarações ao canal NOW.",https://www.rtp.pt/noticias/politica/foi-uma-personalidade-incontornavel-dos-seculos-xx-e-xxi-nuno-melo_n1692820,2025-10-22 01:18:39+01:00,RTP,politica,12,33,2,1,0
"Aguiar-Branco expressa ""profunda consternação"" pela morte de Pinto Balsemão","O presidente da Assembleia da República, José Pedro Aguiar-Branco, expressou esta terça-feira &quot;profunda consternação&quot; pela morte de Francisco Pinto Balsemão, considerando que este &quot;impressionou o país com a sua energia, sagacidade e espírito de inovação&quot;.",https://www.rtp.pt/noticias/politica/aguiar-branco-expressa-profunda-consternacao-pela-morte-de-pinto-balsemao_n1692817,2025-10-22 01:16:45+01:00,RTP,politica,9,35,2,1,0
Pinto Balsemão. Cavaco Silva assinala contributo para liberdade e democracia,"Na reação à morte de Francisco Pinto Balsemão, o ex-presidente da República, Aníbal Cavaco Silva, lembra o papel do antigo primeiro-ministro como fundador do PSD mas também de &quot;empresário fundamental para a liberdade de imprensa&quot;.",https://www.rtp.pt/noticias/politica/pinto-balsemao-cavaco-silva-assinala-contributo-para-liberdade-e-democracia_n1692822,2025-10-22 01:15:59+01:00,RTP,politica,10,35,2,1,0
"Pinto Balsemão. Marcelo Rebelo de Sousa recorda um ""visionário, lutador e otimista""","O presidente da República recebeu com &quot;grande desgosto&quot; a notícia da morte de Francisco Pinto Balsemão, anunciada na noite desta terça-feira. Em entrevista à RTP, Marcelo Rebelo de Sousa lembrou uma figura inovadora, visionária e &quot;à frente do seu tempo&quot;.",https://www.rtp.pt/noticias/politica/pinto-balsemao-marcelo-rebelo-de-sousa-recorda-um-visionario-lutador-e-otimista_n1692812,2025-10-22 00:59:32+01:00,RTP,politica,12,40,2,0,0
"Francisco Pinto Balsemão, 1937-2025. O perfil do político, jornalista e empresário","Francisco Pinto Balsemão morreu esta terça-feira aos 88 anos. Foi primeiro-ministro entre 1981 e 1983 e fundou o PSD. Nos media, fundou o jornal Expresso e a SIC. Recorde a trajetória do antigo primeiro-ministro, jornalista e empresário.",https://www.rtp.pt/noticias/politica/francisco-pinto-balsemao-1937-2025-o-perfil-do-politico-jornalista-e-empresario_v1692807,2025-10-22 00:33:47+01:00,RTP,politica,11,37,2,0,1
Morreu Francisco Pinto Balsemão. Antigo primeiro-ministro tinha 88 anos,"Francisco Pinto Balsemão tinha 88 anos e morreu esta terça-feira. Foi primeiro-ministro entre 1981 e 1983 e fundou o PSD. No ramo dos media, fundou o jornal Expresso e a SIC. O Presidente da República, Marcelo Rebelo de Sousa, afirma que se perdeu uma das principais personalidades do país nos últimos 60 anos e o primeiro-ministro, Luís Montenegro, anunciou que o Governo pretende declarar um dia de luto nacional.",https://www.rtp.pt/noticias/politica/morreu-francisco-pinto-balsemao-antigo-primeiro-ministro-tinha-88-anos_n1692793,2025-10-21 23:39:40+01:00,RTP,politica,9,69,1,23,0
"""Um de nós"". Apresentada biografia de António José Seguro",Foi lançada uma biografia de António José Seguro. A obra é do jornalista Rui Gomes e a apresentação foi feita por Francisco Assis e Fátima Campos Ferreira.,https://www.rtp.pt/noticias/politica/um-de-nos-apresentada-biografia-de-antonio-jose-seguro_v1692784,2025-10-21 22:16:48+01:00,RTP,politica,9,27,1,22,0
OE2026. Chega diz que votação do partido não é irrelevante,André Ventura admitiu não se ter reunido com o Governo para discutir o Orçamento. Mas o líder do Chega disse que não vai pedir mais do que já tinha acordado este ano com o primeiro-ministro nas reuniões de julho em S. Bento.,https://www.rtp.pt/noticias/politica/oe2026-chega-diz-que-votacao-do-partido-nao-e-irrelevante_v1692779,2025-10-21 22:04:53+01:00,RTP,politica,10,42,1,22,0
OE2026. PS propõe baixar IVA sobre alimentos com o ISP,O PS vai propor que o saldo extra da Segurança Social seja usado para aumentar de forma permanente as pensões mais baixas.,https://www.rtp.pt/noticias/politica/oe2026-ps-propoe-baixar-iva-sobre-alimentos-com-o-isp_v1692778,2025-10-21 22:04:47+01:00,RTP,politica,10,22,1,22,0
Mário Amorim Lopes eleito por unanimidade líder parlamentar da Iniciativa Liberal,"O deputado Mário Amorim Lopes foi eleito hoje, por unanimidade, líder do Grupo Parlamentar da Iniciativa Liberal, sucedendo neste cargo a Mariana Leitão, que em julho passado foi eleita presidente do partido em substituição de Rui Rocha.",https://www.rtp.pt/noticias/politica/mario-amorim-lopes-eleito-por-unanimidade-lider-parlamentar-da-iniciativa-liberal_n1692748,2025-10-21 20:32:06+01:00,RTP,politica,11,37,1,20,0
JPP propõe comemoração dos 50 anos das autonomias com sessão solene da Assembleia da República,"O deputado único do JPP, Filipe Sousa, endereçou hoje uma proposta ao presidente da Assembleia da República para que uma das cerimónias solenes das comemorações dos 50 anos das autonomias regionais decorra no parlamento nacional.",https://www.rtp.pt/noticias/politica/jpp-propoe-comemoracao-dos-50-anos-das-autonomias-com-sessao-solene-da-assembleia-da-republica_n1692742,2025-10-21 19:59:46+01:00,RTP,politica,15,35,1,19,0
Elevador da Glória. Governo admite vazio legal na área de supervisão de funiculares,O Governo admitiu esta terça-feira que existe um vazio legal quanto à supervisão de funiculares como o Elevador da Glória. O ministro das Infraestruturas sublinhou que o Instituto de Mobilidade e Transportes já está a preparar legislação que estará pronta nas próximas semanas.,https://www.rtp.pt/noticias/politica/elevador-da-gloria-governo-admite-vazio-legal-na-area-de-supervisao-de-funiculares_n1692711,2025-10-21 17:39:39+01:00,RTP,politica,13,43,1,17,0
Pedro Duarte toma posse como presidente da Câmara do Porto a 05 de novembro,"Pedro Duarte (PSD/CDS-PP/IL), eleito sem maioria nas autárquicas de 12 de outubro, toma posse a 05 de novembro como presidente da Câmara do Porto, foi hoje anunciado.",https://www.rtp.pt/noticias/politica/pedro-duarte-toma-posse-como-presidente-da-camara-do-porto-a-05-de-novembro_n1692712,2025-10-21 17:38:37+01:00,RTP,politica,14,27,1,17,0
"OE2026. Carneiro propõe usar ""gato escondido"" para aumento permanente de pensões mais baixas",O secretário-geral do PS diz que o Governo tem margem orçamental para aumentar as pensões mais baixas de forma permanente.,https://www.rtp.pt/noticias/economia/oe2026-carneiro-propoe-usar-gato-escondido-para-aumento-permanente-de-pensoes-mais-baixas_n1692700,2025-10-21 16:42:37+01:00,RTP,politica,13,20,1,16,0
Marques Mendes diz que cabe a gestores da Carris avaliar condições para continuar,O candidato presidencial Luís Marques Mendes considerou hoje que o relatório preliminar sobre o elevador da Glória deixa &quot;acusações graves&quot; à Carris e considerou que cabe aos gestores da empresa avaliarem se têm condições para continuar.,https://www.rtp.pt/noticias/politica/marques-mendes-diz-que-cabe-a-gestores-da-carris-avaliar-condicoes-para-continuar_n1692674,2025-10-21 14:59:42+01:00,RTP,politica,13,36,1,14,0
"""Usar saldo da Segurança Social para aumentos permanentes é um erro"" defende ministro","O ministro de Estado e das Finanças, Joaquim Miranda Sarmento, defendeu hoje que &quot;usar o saldo da Segurança Social para aumentos permanentes é um erro&quot;, referindo-se a uma proposta do PS para subir as pensões mais baixas.",https://www.rtp.pt/noticias/economia/usar-saldo-da-seguranca-social-para-aumentos-permanentes-e-um-erro-defende-ministro_n1693416,2025-10-24 13:11:14+01:00,RTP,economia,13,37,4,13,0
Redução do IRS será de 500 ME em cada ano de 2027 a 2029 assume Governo,"O ministro das Finanças afirmou hoje no parlamento que, após a redução do IRS em 2026, o Governo pretende continuar a reduzir o imposto entre 2027 e 2029, a um ritmo de 500 milhões de euros em cada ano.",https://www.rtp.pt/noticias/economia/reducao-do-irs-sera-de-500-me-em-cada-ano-de-2027-a-2029-assume-governo_n1693413,2025-10-24 13:08:58+01:00,RTP,economia,16,39,4,13,0
"Reversão do desconto no ISP será ""o mais gradual possível"" garante Governo","A eliminação do desconto em vigor no Imposto sobre os Produtos Petrolíferos e Energéticos (ISP) em 2026 será feita de forma &quot;o mais gradual possível&quot; para não afetar o preço final dos combustíveis, garantiu hoje o ministro das Finanças.",https://www.rtp.pt/noticias/orcamento-do-estado-2026/reversao-do-desconto-no-isp-sera-o-mais-gradual-possivel-garante-governo_n1693403,2025-10-24 12:36:10+01:00,RTP,economia,12,39,4,12,0
"Avaliação bancária da habitação sobe 17,7% em setembro para 1.995 euros/m2","Lisboa, 24 out 2025 (Lusa) - O valor mediano de avaliação bancária na habitação foi 1.995 euros por metro quadrado em setembro, uma subida homóloga de 17,7% e mais 30 euros (1,5%) do que no mês anterior, informou hoje o Instituto Nacional de Estatística (INE).",https://www.rtp.pt/noticias/economia/avaliacao-bancaria-da-habitacao-sobe-177-em-setembro-para-1995-eurosm2_n1693401,2025-10-24 12:34:19+01:00,RTP,economia,11,45,4,12,0
Bruxelas diz que TikTok e Meta violaram obrigações de transparência de lei da UE,"A Comissão Europeia considerou hoje que as plataformas de redes sociais chinesa TikTok e norte-americana Meta, dona do Instagram e do Facebook, &quot;violaram as obrigações&quot; de transparência ao abrigo da nova lei dos serviços digitais da União Europeia.",https://www.rtp.pt/noticias/economia/bruxelas-diz-que-tiktok-e-meta-violaram-obrigacoes-de-transparencia-de-lei-da-ue_n1693402,2025-10-24 12:30:12+01:00,RTP,economia,14,38,4,12,0
Coindu avança com segundo despedimento coletivo este ano,"A Coindu, indústria de componentes têxteis para o setor automóvel, vai avançar com o segundo despedimento coletivo este ano, após o de maio ter abrangido 123 trabalhadores, devido ao declínio das encomendas no setor.",https://www.rtp.pt/noticias/economia/coindu-avanca-com-segundo-despedimento-coletivo-este-ano_n1693398,2025-10-24 12:19:03+01:00,RTP,economia,8,34,4,12,0
Aeroporto de Lisboa palco de protestos contra desvalorização da carreira dos polícias,"O Aeroporto de Lisboa foi, na noite de quinta-feira, palco de protesto do Sindicato Nacional da Polícia, numa chamada de atenção ao Governo para as condições da profissão.",https://www.rtp.pt/noticias/economia/aeroporto-de-lisboa-palco-de-protestos-contra-desvalorizacao-da-carreira-dos-policias_n1693399,2025-10-24 12:03:53+01:00,RTP,economia,12,28,4,12,0
Moçambique retirado da lista cinzenta internacional de branqueamento de capitais,"A plenária do Grupo de Ação Financeira Internacional (GAFI) proclamou hoje, em Paris, a saída de Moçambique da &quot;lista cinzenta&quot; internacional de branqueamento de capitais, três anos após a inclusão, disse à Lusa fonte oficial moçambicana.",https://www.rtp.pt/noticias/economia/mocambique-retirado-da-lista-cinzenta-internacional-de-branqueamento-de-capitais_n1693393,2025-10-24 11:35:44+01:00,RTP,economia,10,36,4,11,0
Guerra comercial faz disparar exportações chinesas para o Sudeste Asiático,"A guerra comercial entre Estados Unidos e China impulsionou as exportações chinesas para o Sudeste Asiático, sobretudo de bens intermédios, revela o Fundo Monetário Internacional (FMI) no relatório regional para a Ásia-Pacífico divulgado hoje.",https://www.rtp.pt/noticias/economia/guerra-comercial-faz-disparar-exportacoes-chinesas-para-o-sudeste-asiatico_n1693354,2025-10-24 09:34:48+01:00,RTP,economia,10,34,4,9,0
Reservas obrigatórias dos bancos moçambicanos crescem em agosto mas já caíram 24%,"As reservas obrigatórias dos bancos moçambicanos, em função dos depósitos, subiram em agosto, face ao mês anterior, para 221.005 milhões de meticais (2.980 milhões de euros), mas acumulam uma descida de 24% este ano, segundo dados oficiais.",https://www.rtp.pt/noticias/economia/reservas-obrigatorias-dos-bancos-mocambicanos-crescem-em-agosto-mas-ja-cairam-24_n1693353,2025-10-24 09:33:43+01:00,RTP,economia,12,37,4,9,0
