titulo,descricao,link,data_publicacao,fonte,categoria,n_palavras_titulo,n_palavras_desc,dia_semana,hora,sentimento
12h30m Edição José Pedro Pinto,,https://www.rtp.pt/noticias/noticiario-desporto/12h30m-edicao-jose-pedro-pinto_a1_1719860,2026-02-18 12:58:02+00:00,RTP,desporto,5,0,2,12,0
UEFA investiga acusações de racismo na Luz. Benfica reage e fala em transparência,"O triunfo do Real Madrid frente ao Benfica na última noite europeia acabou manchado pela denúncia de insultos racistas. A UEFA já reagiu e garante estar a analisar o caso que envolve Prestianni e Vini Jr. O clube encarnado reagiu em comunicado e assume &quot;o seu compromisso histórico e intransigente com a defesa dos valores da igualdade, do respeito e da inclusão&quot;.",https://www.rtp.pt/noticias/benfica/uefa-investiga-acusacoes-de-racismo-na-luz-benfica-reage-e-fala-em-transparencia_d1719849,2026-02-18 12:11:39+00:00,RTP,desporto,13,62,2,12,0
Rali Histórico Vila da Sertã cancelado em consequência do mau tempo,"A Câmara Municipal da Sertã, no distrito de Castelo Branco, cancelou o Rali Histórico Vila da Sertã na sequência do mau tempo que afetou a região.",https://www.rtp.pt/noticias/outras-modalidades/rali-historico-vila-da-serta-cancelado-em-consequencia-do-mau-tempo_d1719841,2026-02-18 11:34:25+00:00,RTP,desporto,11,26,2,11,-1
Ucrânia considera ultrajante que russos participem sob a sua bandeira nos Paralímpicos,A Ucrânia declarou hoje que é &quot;ultrajante&quot; a decisão do Comité Paralímpico Internacional de permitir que vários atletas russos e bielorrussos participem nos Jogos de Inverno de 2026 sob as suas bandeiras nacionais.,https://www.rtp.pt/noticias/outras-modalidades/ucrania-considera-ultrajante-que-russos-participem-sob-a-sua-bandeira-nos-paralimpicos_d1719829,2026-02-18 10:26:19+00:00,RTP,desporto,12,33,2,10,0
Prestianni nega alegados insultos racistas a Vinícius Júnior,"O futebolista argentino Gianluca Prestianni, do Benfica, negou hoje ter proferido insultos racistas contra o brasileiro Vinícius Júnior, na derrota frente ao Real Madrid, para a Liga dos Campeões da UEFA.",https://www.rtp.pt/noticias/futebol-internacional/prestianni-nega-alegados-insultos-racistas-a-vinicius-junior_d1719799,2026-02-18 09:07:06+00:00,RTP,desporto,8,31,2,9,-1
Tenista luso Jaime Faria vence Baez e está nos `oitavos` do ATP 500 do Rio,"O tenista português Jaime Faria, 147.º do ranking mundial, qualificou-se na terça-feira para os oitavos de final do torneio ATP 500 do Rio de Janeiro, no Brasil, em terra batida, ao superar o argentino Sebastián Báez, 32.º.",https://www.rtp.pt/noticias/outras-modalidades/tenista-luso-jaime-faria-vence-baez-e-esta-nos-oitavos-do-atp-500-do-rio_d1719796,2026-02-18 09:02:05+00:00,RTP,desporto,15,37,2,9,0
Volta ao Algarve em Bicicleta.  52.ª edição sai hoje para a estrada com Almeida como candidato,"A 52.ª Volta ao Algarve procura, entre hoje e domingo, o sucessor do dinamarquês Jonas Vingegaard, ausente desta edição, com o ciclista português João Almeida, Florian Lipowitz e Juan Ayuso a serem os principais candidatos ao triunfo final.",https://www.rtp.pt/noticias/outras-modalidades/volta-ao-algarve-em-bicicleta-52a-edicao-sai-hoje-para-a-estrada-com-almeida-como-candidato_d1719794,2026-02-18 08:54:44+00:00,RTP,desporto,16,38,2,8,1
Volta ao Algarve. João Almeida e Juan Ayuso são os favoritos,,https://www.rtp.pt/noticias/desporto/volta-ao-algarve-joao-almeida-e-juan-ayuso-sao-os-favoritos_v1719789,2026-02-18 08:24:47+00:00,RTP,desporto,11,0,2,8,0
Real Madrid-SL Benfica. O apoio de Ancelotti e as dúvidas de Mourinho sobre o caso Vini Jr.,"O jogo entre o Benfica e o Real de Madrid, para a Liga dos Campeões, ficou também marcado por um alegado caso de racismo.",https://www.rtp.pt/noticias/desporto/real-madrid-sl-benfica-o-apoio-de-ancelotti-e-as-duvidas-de-mourinho-sobre-o-caso-vini-jr_v1719788,2026-02-18 08:22:48+00:00,RTP,desporto,17,24,2,8,0
FC Porto-Sporting. Frederico Varandas não poupa críticas ao rival,"Subiu o tom entre Alvalade e o Dragão. Frederico Varandas não poupou nas palavras ao analisar a atuação portista no último Clássico, criticando a postura de André Villas-Boas.",https://www.rtp.pt/noticias/desporto/fc-porto-sporting-frederico-varandas-nao-poupa-criticas-ao-rival_v1719783,2026-02-18 08:03:47+00:00,RTP,desporto,9,28,2,8,0
Benfica-Real Madrid. Mbappé arrasa Prestianni após alegado episódio de racismo.,"Mbappé garante que Prestianni chamou macaco a Vinicius Júnior cinco vezes. Para o internacional francês, o jogador do Benfica não merece jogar a Liga dos Campeões.",https://www.rtp.pt/noticias/desporto/benfica-real-madrid-mbappe-arrasa-prestianni-apos-alegado-episodio-de-racismo_v1719780,2026-02-18 07:33:47+00:00,RTP,desporto,10,26,2,7,0
JO2026. Heraskevych recebe do Shakhtar doação equivalente a medalha,"O Shakhtar Donetsk anunciou hoje a doação de 200 mil dólares (mais de 168 mil euros) a Vladyslav Heraskevych, o ucraniano afastado dos Jogos Olímpicos de inverno por querer usar um capacete de homenagem a atletas mortos na guerra.",https://www.rtp.pt/noticias/outras-modalidades/jo2026-heraskevych-recebe-do-shakhtar-doacao-equivalente-a-medalha_d1719739,2026-02-17 20:24:52+00:00,RTP,desporto,9,39,1,20,0
"Al-Gharafa, de Pedro Martins, eliminado na `Champions` asiática","O Al-Gharafa, do Qatar, treinado pelo português Pedro Martins, perdeu hoje em casa com o Tractor, do Irão, por 2-0, deixando escapar o apuramento para os oitavos de final da Liga dos Campeões asiáticos de futebol.",https://www.rtp.pt/noticias/futebol-internacional/al-gharafa-de-pedro-martins-eliminado-na-champions-asiatica_d1719736,2026-02-17 19:40:37+00:00,RTP,desporto,8,36,1,19,0
Tenista Francisco Cabral nos quartos de final de pares do torneio de Doha,"O tenista português Francisco Cabral, ao lado do austríaco Lucas Miedler, qualificou-se hoje para quartos de final de pares do torneio de Doha, ao vencer o neerlandês Sander Arends e o monegasco Romain Arneodo em dois parciais.",https://www.rtp.pt/noticias/outras-modalidades/tenista-francisco-cabral-nos-quartos-de-final-de-pares-do-torneio-de-doha_d1719735,2026-02-17 19:39:44+00:00,RTP,desporto,13,37,1,19,0
Liga dos Campeões. SL Benfica - Real Madrid,"O Real Madrid venceu o primeiro duelo no acesso ao play-off da Liga dos Campeões frente a um Benfica que mostrou bastante garra, mas os &#039;merengues&#039; tinham a estratégia bem montada depois do último jogo em que perderam , também na Luz por 4-2.",https://www.rtp.pt/noticias/desporto/liga-dos-campeoes-sl-benfica-real-madrid_e1719703,2026-02-17 18:01:46+00:00,RTP,desporto,8,44,1,18,0
Nuno Borges eliminado em pares no ATP 250 de Delray Beach,"O português Nuno Borges foi hoje eliminado no torneio de ténis de Delray Beach, na Florida, Estados Unidos, prova de nível ATP 250 em que se apresentou em pares com o mexicano Miguel Reyes-Varela.",https://www.rtp.pt/noticias/outras-modalidades/nuno-borges-eliminado-em-pares-no-atp-250-de-delray-beach_d1719725,2026-02-17 17:50:45+00:00,RTP,desporto,11,34,1,17,0
"Varandas acusa FC Porto de ""chorrilho de mentiras"" após clássico do Dragão","Continua a polémica entre FC Porto e Sporting sobre o último clássico no Estádio do Dragão. O FC Porto avança, em comunicado, com duras críticas a Frederico Varandas e acusa Sporting e Benfica de terem uma &quot;santa aliança&quot; para derrubar o emblema da Invicta.",https://www.rtp.pt/noticias/sporting/varandas-acusa-fc-porto-de-chorrilho-de-mentiras-apos-classico-do-dragao_d1719718,2026-02-17 17:09:03+00:00,RTP,desporto,12,44,1,17,0
"FC Porto e Braga aguardam por oponentes, Vítor Pereira estreia-se com Forest","FC Porto e Sporting de Braga, qualificados para os oitavos de final da Liga Europa de futebol, aguardam por adversários provenientes do play-off, que arranca na quinta-feira e assinala a estreia do treinador português Vítor Pereira pelo Nottingham Forest.",https://www.rtp.pt/noticias/fc-porto/fc-porto-e-braga-aguardam-por-oponentes-vitor-pereira-estreia-se-com-forest_d1719694,2026-02-17 14:33:47+00:00,RTP,desporto,12,39,1,14,0
Ciclista Remco Evenepoel `voou` no `crono` para liderar a Volta aos Emirados,"O ciclista belga Remco Evenepoel (Red Bull-BORA-hansgrohe) saltou hoje para a liderança da Volta aos Emirados Árabes Unidos, ao vencer o contrarrelógio da segunda etapa, somando o seu sexto triunfo individual da época.",https://www.rtp.pt/noticias/outras-modalidades/ciclista-remco-evenepoel-voou-no-crono-para-liderar-a-volta-aos-emirados_d1719691,2026-02-17 14:29:01+00:00,RTP,desporto,12,33,1,14,0
Benfica e Real Madrid reencontram-se na Luz com ambições renovadas na Liga dos Campeões,"Três semanas depois de um triunfo épico sobre o Real Madrid, o Benfica volta a cruzar-se com o gigante espanhol, desta vez na primeira mão do &quot;play-off&quot; de acesso aos oitavos de final da Liga dos Campeões. O encontro está marcado para as 20h00, no Estádio da Luz, onde os encarnados garantiram a continuidade na competição com uma vitória por 4-2 a 28 de janeiro, num jogo que ficou marcado pelo golo decisivo de Trubin já nos descontos.",https://www.rtp.pt/noticias/benfica/benfica-e-real-madrid-reencontram-se-na-luz-com-ambicoes-renovadas-na-liga-dos-campeoes_d1719685,2026-02-17 14:21:12+00:00,RTP,desporto,14,78,1,14,1
"""Caldeirão Olímpico"" liga Milão ao espírito desportivo","O chamado &quot;Caldeirão Olímpico&quot; está no centro de Milão, junto ao Arco da Paz. É lá que a chama vai arder durante os Jogos Olímpicos de Inverno.",https://www.rtp.pt/noticias/desporto/caldeirao-olimpico-liga-milao-ao-espirito-desportivo_v1719689,2026-02-17 14:11:47+00:00,RTP,desporto,7,27,1,14,0
12h30m Edição Fernando Eurico,,https://www.rtp.pt/noticias/noticiario-desporto/12h30m-edicao-fernando-eurico_a1_1719672,2026-02-17 12:55:01+00:00,RTP,desporto,4,0,1,12,0
Barcelona perde o comando em Espanha,"O FC Barcelona perdeu em Girona por 2-1, na 24.ª jornada, e foi ultrapassado pelo Real Madrid, novo líder da Liga espanhola, com dois pontos de avanço.",https://www.rtp.pt/noticias/futebol-internacional/barcelona-perde-o-comando-em-espanha_d1719609,2026-02-16 22:58:34+00:00,RTP,desporto,6,27,0,22,0
AF Porto suspende Liga Carlos Alberto após críticas de pais e clubes por falta de condições,"A Associação de Futebol do Porto suspendeu temporariamente todos os encontros da Liga Carlos Alberto (escalões de formação), após contestação de pais e clubes devido à falta de condições nos recintos desportivos, foi hoje comunicado.",https://www.rtp.pt/noticias/futebol-nacional/af-porto-suspende-liga-carlos-alberto-apos-criticas-de-pais-e-clubes-por-falta-de-condicoes_d1719601,2026-02-16 22:24:54+00:00,RTP,desporto,16,35,0,22,0
Nuno Borges `cai` nos 16 avos no ATP 250 de Delray Beach na Florida,"O português Nuno Borges foi eliminado do ATP 250 de Delray Beach, na Florida, Estados Unidos, ao ser derrotado por Coleman Wong, de Hong Kong, num enconto dos 16 avos de final.",https://www.rtp.pt/noticias/outras-modalidades/nuno-borges-cai-nos-16-avos-no-atp-250-de-delray-beach-na-florida_d1719600,2026-02-16 22:21:43+00:00,RTP,desporto,14,32,0,22,-1
Al Hilal líder na Champions asiática,"Ruben Neves foi decisivo na vitória do Al Hilal sobre o Al Wahada, por 2-1, assistindo Darwin Nunez no primeiro golo da vitória dos sauditas, que assim fecham a fase de liga da Liga dos Campeões asiáticos no primeiro lugar.",https://www.rtp.pt/noticias/futebol-internacional/al-hilal-lider-na-champions-asiatica_d1719595,2026-02-16 22:03:25+00:00,RTP,desporto,6,40,0,22,1
Brentford nos oitavos da Taça de Inglaterra,"O primodivisionário Brentford apurou-se para os oitavos de final da Taça de Inglaterra, ao vencer fora o Macclesfield (1-0), do sexto escalão, na quarta eliminatória.",https://www.rtp.pt/noticias/futebol-internacional/brentford-nos-oitavos-da-taca-de-inglaterra_d1719593,2026-02-16 21:56:21+00:00,RTP,desporto,7,25,0,21,0
"Álvaro Arbeloa. ""O nosso objetivo é ganhar a Champions""",O treinador do Real Madrid acredita que a equipa tem de fazer um jogo muito sério para ultrapassar o Benfica.,https://www.rtp.pt/noticias/desporto/alvaro-arbeloa-o-nosso-objetivo-e-ganhar-a-champions_v1719587,2026-02-16 21:11:47+00:00,RTP,desporto,9,20,0,21,0
"""Não é preciso um milagre"" para afastar Real Madrid, diz Mourinho","A aptidão de Bah e Ríos deixa o Benfica praticamente na máxima força frente ao Real Madrid, no play-off de acesso aos oitavos de final da Liga dos Campeões, com José Mourinho a considerar que &quot;não é preciso um milagre para eliminar o colosso espanhol.",https://www.rtp.pt/noticias/desporto/nao-e-preciso-um-milagre-para-afastar-real-madrid-diz-mourinho_v1719586,2026-02-16 21:07:47+00:00,RTP,desporto,11,45,0,21,0
Anísio Cabral prolonga ligação com o Benfica,"O avançado Anísio Cabral, de 18 anos, renovou contrato com o Benfica por mais cinco épocas, até 2031, anunciou o terceiro classificado da I Liga.",https://www.rtp.pt/noticias/benfica/anisio-cabral-prolonga-ligacao-com-o-benfica_d1719585,2026-02-16 21:02:54+00:00,RTP,desporto,7,25,0,21,0
Ivan Cavaleiro assina pelo Zurique,"O avançado Ivan Cavaleiro vai reforçar o Zurique até ao fim da época, após ter rescindido com o Tondela, da I Liga, divulgou o nono classificado da Liga suíça.",https://www.rtp.pt/noticias/futebol-internacional/ivan-cavaleiro-assina-pelo-zurique_d1719575,2026-02-16 20:29:20+00:00,RTP,desporto,5,29,0,20,0
Penafiel sai da zona de descida,"O Penafiel recebeu e venceu o Lusitânia de Lourosa por 2-0, com um ‘bis’ de Álvaro Santos, no encerramento da 22.ª jornada da II Liga, num jogo que premiou a equipa mais ambiciosa em campo.",https://www.rtp.pt/noticias/futebol-nacional/penafiel-sai-da-zona-de-descida_d1719574,2026-02-16 20:24:45+00:00,RTP,desporto,6,35,0,20,0
Benfica e Sporting só se podem defrontar na final da Taça de Portugal de voleibol,"O Benfica, detentor do troféu, e o campeão nacional Sporting só se podem defrontar na final da Taça de Portugal masculina de voleibol, encontrando Vitória de Guimarães e Académica de Espinho nas ‘meias’, respetivamente, ditou hoje o sorteio.",https://www.rtp.pt/noticias/outras-modalidades/benfica-e-sporting-so-se-podem-defrontar-na-final-da-taca-de-portugal-de-voleibol_d1719569,2026-02-16 20:19:46+00:00,RTP,desporto,15,38,0,20,1
Sporting renova com avançado da equipa B Gabriel Silva até 2030,"O Sporting renovou o contrato do jovem avançado da equipa B Gabriel Silva, de 18 anos, que fica ligado aos bicampeões nacionais de futebol até 2030, informou o clube de Alvalade.",https://www.rtp.pt/noticias/sporting/sporting-renova-com-avancado-da-equipa-b-gabriel-silva-ate-2030_d1719568,2026-02-16 20:16:23+00:00,RTP,desporto,11,31,0,20,0
Moreirense ganha em Vila do Conde,"O Moreirense regressou aos triunfos na I Liga, impondo-se por 2-1 na visita ao Rio Ave, no jogo que encerrou a 22.ª jornada, e subiu ao sexto lugar da prova.",https://www.rtp.pt/noticias/desporto/moreirense-ganha-em-vila-do-conde_e1719558,2026-02-16 20:11:55+00:00,RTP,desporto,6,30,0,20,0
Arbeloa aponta Mbappé para a Luz,"O treinador do Real Madrid, Álvaro Arbeloa, admite a probabilidade de contar com o avançado Kylian Mappé na primeira mão do play-off de apuramento para os oitavos de final da Liga dos Campeões, que se realiza esta terça-feira em Lisboa.",https://www.rtp.pt/noticias/benfica/arbeloa-aponta-mbappe-para-a-luz_d1719563,2026-02-16 19:39:35+00:00,RTP,desporto,6,40,0,19,0
18h30 Edição Valter Madureira,,https://www.rtp.pt/noticias/noticiario-desporto/18h30-edicao-valter-madureira_a1_1719555,2026-02-16 19:00:01+00:00,RTP,desporto,4,0,0,19,0
Barcelona passa a alternar com Spa Francorchamps no calendário de Fórmula 1,"O circuito de Barcelona prolongou o contrato com o Mundial de Fórmula 1 e receberá três Grandes Prémios, além da edição deste ano, mas passa a alternar com o de Spa Francorchamps, na Bélgica, anunciaram os organizadores.",https://www.rtp.pt/noticias/motores/barcelona-passa-a-alternar-com-spa-francorchamps-no-calendario-de-formula-1_d1719553,2026-02-16 18:53:30+00:00,RTP,desporto,12,37,0,18,0
Rui Palhares fecha lista de convocados da seleção de basquetebol para jogos com a Roménia,"O poste Rui Palhares, jogador do Sporting, é o destaque na lista final dos 14 convocados para os dois próximos jogos de qualificação da seleção portuguesa de basquetebol para o Mundial de 2027, com a Roménia.",https://www.rtp.pt/noticias/outras-modalidades/rui-palhares-fecha-lista-de-convocados-da-selecao-de-basquetebol-para-jogos-com-a-romenia_d1719549,2026-02-16 18:31:21+00:00,RTP,desporto,15,36,0,18,0
Feyenoord treina na Bélgica para acolher Sterling,O Feyenoord vai treinar temporariamente na Bélgica para poder integrar o jogador Raheem Sterling nos trabalhos do plantel. O internacional inglês não pode jogar ou treinar nos Países Baixos sem visto de trabalho.,https://www.rtp.pt/noticias/futebol-internacional/feyenoord-treina-na-belgica-para-acolher-sterling_d1719523,2026-02-16 16:06:44+00:00,RTP,desporto,7,33,0,16,0
"Mourinho quer ""roçar a perfeição"" e confia no plantel completo para eliminar favorito europeu","No comando técnico de um Benfica que tem de “roçar a perfeição”, mas entrar em campo “com alegria e sem pressão”, José Mourinho procura desafiar todas as probabilidades e voltar a vencer aquele que considera ser o candidato máximo a vencer a Liga dos Campeões.",https://www.rtp.pt/noticias/benfica/mourinho-quer-rocar-a-perfeicao-e-confia-no-plantel-completo-para-eliminar-favorito-europeu_d1719512,2026-02-16 15:26:19+00:00,RTP,desporto,14,45,0,15,0
Premier League permite pausa para jogadores quebrarem jejum no Ramadão,"A Liga inglesa de futebol vai voltar a permitir pequenas interrupções nos jogos durante o Ramadão, entre 17 de fevereiro e 18 de março, para que os futebolistas muçulmanos possam quebrar o jejum, foi hoje anunciado.",https://www.rtp.pt/noticias/futebol-internacional/premier-league-permite-pausa-para-jogadores-quebrarem-jejum-no-ramadao_d1719509,2026-02-16 15:02:36+00:00,RTP,desporto,10,36,0,15,0
Afonso Eulálio em 13.º na etapa inaugural da Volta aos Emirados Árabes Unidos,"O ciclista português Afonso Eulálio (Bahrain Victorious) foi hoje 13.º classificado na primeira etapa da Volta aos Emirados Árabes Unidos de 2026, vencida ao ‘sprint’ pelo mexicano Isaac del Toro (UAE Emirates), que assumiu a liderança da prova.",https://www.rtp.pt/noticias/outras-modalidades/afonso-eulalio-em-13o-na-etapa-inaugural-da-volta-aos-emirados-arabes-unidos_d1719494,2026-02-16 14:15:53+00:00,RTP,desporto,13,38,0,14,0
Governo avalia estruturas do Mondego para responder a fenómenos extremos,A Agência Portuguesa do Ambiente (APA) vai avançar com uma avaliação às infraestruturas físicas do Rio Mondego para perceber se estão preparadas para responder às atuais condições climatéricas e a fenómenos meteorológicos extremos como os que Portugal viveu nas últimas semanas.,https://www.rtp.pt/noticias/pais/governo-avalia-estruturas-do-mondego-para-responder-a-fenomenos-extremos_n1719942,2026-02-18 18:08:47+00:00,RTP,pais,10,41,2,18,0
Brisa calcula que obras na A1 estejam concluídas no início de março,"A operação de enrocamento e de estabilização da laje na A1, na sequência das destruições provocadas pelo mau tempo, já está concluída. A Brisa estima que a obra esteja totalmente concluída até ao final da primeira semana de março.",https://www.rtp.pt/noticias/pais/brisa-calcula-que-obras-na-a1-estejam-concluidas-no-inicio-de-marco_n1719937,2026-02-18 17:31:44+00:00,RTP,pais,12,39,2,17,-1
Jovem de 23 anos acusado de tentar vender dados da NATO na embaixada russa em Lisboa,"O caso remonta a 2025, tendo coincidido com a Conferência Inicial de Planeamento na Escola da Base Naval do Alfeite, em Almada. O jovem encontra-se em prisão preventiva.",https://www.rtp.pt/noticias/pais/jovem-de-23-anos-acusado-de-tentar-vender-dados-da-nato-na-embaixada-russa-em-lisboa_n1719919,2026-02-18 16:11:12+00:00,RTP,pais,16,28,2,16,0
Carro e corpos de casal desaparecido em Montemor-o-Velho retirados do rio,"Foi retirado do leito do rio o carro onde seguia o casal de idosos que foi encontrado sem vida esta quarta-feira, em Soure. O casal estava desaparecido desde a semana passada.",https://www.rtp.pt/noticias/pais/carro-e-corpos-de-casal-desaparecido-em-montemor-o-velho-retirados-do-rio_n1719912,2026-02-18 15:50:13+00:00,RTP,pais,11,31,2,15,0
"""É uma desresponsabilização considerar-se que proibimos a utilização das redes sociais e o problema está resolvido"", alerta a CONFAP","Insuficiente, é como os especialistas caracterizam a proibição de acesso às redes sociais por menores de 16 anos.",https://www.rtp.pt/noticias/pais/e-uma-desresponsabilizacao-considerar-se-que-proibimos-a-utilizacao-das-redes-sociais-e-o-problema-esta-resolvido-alerta-a-confap_a1719865,2026-02-18 15:46:10+00:00,RTP,pais,19,18,2,15,0
Técnicos Auxiliares de Saúde da ULS Santa Maria em greve a 19 de março,"Os Técnicos Auxiliares de Saúde (TAS) da Unidade Local de Saúde (ULS) de Santa Maria vão estar em greve a 19 de março, em protesto contra a falta de avaliação de desempenho, decidiram hoje os trabalhadores em plenário.",https://www.rtp.pt/noticias/pais/tecnicos-auxiliares-de-saude-da-uls-santa-maria-em-greve-a-19-de-marco_n1719874,2026-02-18 15:00:23+00:00,RTP,pais,14,38,2,15,0
Municípios querem apoios para mais concelhos e isenção de portagens,"A Associação Nacional de Municípios Portugueses (ANMP) decidiu hoje, em Cascais, solicitar ao Governo o alargamento dos concelhos abrangidos por apoios aos danos das tempestades, isenção de portagens nas zonas mais afetadas e auxílio nas candidaturas das populações.",https://www.rtp.pt/noticias/pais/municipios-querem-apoios-para-mais-concelhos-e-isencao-de-portagens_n1719886,2026-02-18 14:12:35+00:00,RTP,pais,10,38,2,14,0
Queixas contra hospitais privados por faturação abusiva e indevida,"Cobranças indevidas na Saúde e falta de informação prévia de pagamentos geraram quase 600 queixas, desde o início do ano e até dia 5 deste mês.",https://www.rtp.pt/noticias/pais/queixas-contra-hospitais-privados-por-faturacao-abusiva-e-indevida_v1719882,2026-02-18 13:56:47+00:00,RTP,pais,9,26,2,13,0
Autarcas ainda fazem contas aos estragos da Kristin,"Três semanas depois da passagem da depressão Kristin, ainda se fazem contas aos prejuízos. Em Leiria, a autarquia já gastou 14 milhões de euros e admite não ter capacidade financeira para suportar todos os custos da reconstrução.",https://www.rtp.pt/noticias/pais/autarcas-ainda-fazem-contas-aos-estragos-da-kristin_v1719877,2026-02-18 13:47:47+00:00,RTP,pais,8,37,2,13,0
Governo apresenta aos sindicatos a revisão do estatuto de carreira docente,Está a ser apresentado hoje aos sindicatos dos Professores a revisão do Estatuto da Carreira Docente. O Governo quer que contratação volte a ser centralizada num concurso nacional e um período experimental de um ano para o acesso à profissão.,https://www.rtp.pt/noticias/pais/governo-apresenta-aos-sindicatos-a-revisao-do-estatuto-de-carreira-docente_v1719875,2026-02-18 13:41:48+00:00,RTP,pais,11,40,2,13,0
"""Desmazelo"". Câmara da Golegã toma medidas para que 400 consumidores de água paguem dívidas","Na Golegã, cerca de quatro centenas de famílias com dívidas no pagamento da água correm o risco de não terem água nas torneiras se não pagarem o que devem ao município.",https://www.rtp.pt/noticias/pais/desmazelo-camara-da-golega-toma-medidas-para-que-400-consumidores-de-agua-paguem-dividas_a1719868,2026-02-18 13:33:43+00:00,RTP,pais,14,31,2,13,0
Moradores da Costa da Caparica não sabem se regressam a casa,Os 30 moradores que foram retirados de casa na Costa da Caparica não sabem se vão poder regressar.,https://www.rtp.pt/noticias/pais/moradores-da-costa-da-caparica-nao-sabem-se-regressam-a-casa_v1719871,2026-02-18 13:26:48+00:00,RTP,pais,11,18,2,13,0
Metadona nas farmácias avança em abril em três regiões do sul do país,"A dispensa e administração da metadona em farmácias comunitárias vai arrancar na segunda quinzena de abril nas regiões do Litoral Alentejano, Portalegre e Portimão, abrangendo 12 doentes em cada território, anunciou hoje o Instituto para os Comportamentos Aditivos.",https://www.rtp.pt/noticias/pais/metadona-nas-farmacias-avanca-em-abril-em-tres-regioes-do-sul-do-pais_n1719858,2026-02-18 12:55:48+00:00,RTP,pais,13,38,2,12,0
Há mais crianças em perigo em famílias de acolhimento e menos em instituições,"As crianças e jovens em risco acolhidas em famílias de acolhimento aumentaram 30% na sequência de uma campanha nacional que permitiu reduzir os casos de menores enviados para instituições, revelou hoje o Governo.",https://www.rtp.pt/noticias/pais/ha-mais-criancas-em-perigo-em-familias-de-acolhimento-e-menos-em-instituicoes_n1719853,2026-02-18 12:54:31+00:00,RTP,pais,13,33,2,12,0
PS propõe prolongamento do estado de calamidade e de isenção de portagens,"O secretário-geral do PS apresentou esta quarta-feira oito medidas, dirigidas ao Governo, para apoiar as famílias e as empresas das áreas mais afetadas pelo mau tempo das últimas semanas.",https://www.rtp.pt/noticias/pais/ps-propoe-prolongamento-do-estado-de-calamidade-e-de-isencao-de-portagens_n1719847,2026-02-18 12:04:40+00:00,RTP,pais,12,29,2,12,-1
Anadia pede ao Governo inclusão na situação de calamidade,"A Câmara de Anadia, no distrito de Aveiro, pediu ao Governo a integração do concelho na situação de calamidade após o mau tempo ter originado estragos em diferentes setores locais, revelou hoje a autarquia.",https://www.rtp.pt/noticias/pais/anadia-pede-ao-governo-inclusao-na-situacao-de-calamidade_n1719842,2026-02-18 11:42:29+00:00,RTP,pais,9,34,2,11,-1
Bombeiros de Pedrógão Grande vão ocupar pavilhão em zona industrial,"O quartel dos Bombeiros Voluntários de Pedrógão Grande, que ficou inoperacional desde a depressão Kristin, há três semanas, vai ser instalado transitoriamente na Zona Industrial do Valbom, afirmou hoje à agência Lusa o presidente da Câmara.",https://www.rtp.pt/noticias/pais/bombeiros-de-pedrogao-grande-vao-ocupar-pavilhao-em-zona-industrial_n1719830,2026-02-18 10:44:49+00:00,RTP,pais,10,36,2,10,1
Um em cada 10 utilizadores de canábis entre 13 e 18 anos consome diariamente,"Um em cada dez jovens utilizadores de canábis entre os 13 e os 18 anos consome diariamente, segundo dados oficiais hoje divulgados que, ainda assim, apontam para uma diminuição geral no consumo de drogas.",https://www.rtp.pt/noticias/pais/um-em-cada-10-utilizadores-de-canabis-entre-13-e-18-anos-consome-diariamente_n1719816,2026-02-18 10:42:55+00:00,RTP,pais,14,34,2,10,0
Prevalência do consumo de droga em reclusão mantém-se ou aumenta,A taxa de prevalência de consumo de droga em situação de reclusão estabilizou ou aumentou em 2023 e no caso dos centros educativos as raparigas apresentam padrões de consumos de droga e álcool de maior risco que os rapazes.,https://www.rtp.pt/noticias/pais/prevalencia-do-consumo-de-droga-em-reclusao-mantem-se-ou-aumenta_n1719818,2026-02-18 10:42:41+00:00,RTP,pais,10,39,2,10,0
Compra de drogas online está a aumentar,"A canábis é a droga de mais fácil acesso em Portugal, segundo a perceção dos consumidores, e entre os jovens está em crescendo a compra de drogas na internet e nas redes sociais, revelam hoje dados oficiais.",https://www.rtp.pt/noticias/pais/compra-de-drogas-online-esta-a-aumentar_n1719819,2026-02-18 10:42:22+00:00,RTP,pais,7,37,2,10,1
Quase 39 mil pessoas em tratamento para dependência de álcool e drogas em 2024,"Quase 39 mil utentes estavam a receber tratamento para dependência de droga e álcool em 2024, com a cocaína a ganhar peso, atingindo os valores mais altos em 10 anos, segundo dados hoje revelados.",https://www.rtp.pt/noticias/pais/quase-39-mil-pessoas-em-tratamento-para-dependencia-de-alcool-e-drogas-em-2024_n1719817,2026-02-18 10:42:09+00:00,RTP,pais,14,34,2,10,1
Sé de Leiria reabre hoje com celebração pelas vítimas,"A Sé de Leiria reabre hoje ao culto com uma celebração pelas vítimas do mau tempo, três semanas depois de a depressão Kristin ter atingido o território da Diocese de Leiria-Fátima.",https://www.rtp.pt/noticias/pais/se-de-leiria-reabre-hoje-com-celebracao-pelas-vitimas_n1719811,2026-02-18 10:41:37+00:00,RTP,pais,9,31,2,10,-1
